,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH
172736,0,Cash loans,M,N,Y,157500,490005,39415.5,423000,Secondary / secondary special,House / apartment,0.009334,2,11/3/2018 21:10,15-01-1991
146866,0,Cash loans,M,Y,N,135000,298512,17266.5,270000,Secondary / secondary special,With parents,0.018801,2,2/16/2017 16:03,7/10/1958
98472,0,Revolving loans,F,Y,Y,180000,585000,29250,585000,Secondary / secondary special,House / apartment,0.0105,3,10/5/2018 5:15,10/9/1954
103499,0,Cash loans,M,N,Y,270000,1102171.5,46827,945000,Secondary / secondary special,House / apartment,0.020246,3,3/29/2016 20:29,19-01-1985
69333,0,Cash loans,M,Y,Y,76500,814041,23931,679500,Secondary / secondary special,House / apartment,0.035792,2,2/11/2018 7:22,29-11-1980
47402,0,Cash loans,M,N,N,112500,454500,19386,454500,Secondary / secondary special,House / apartment,0.030755,2,2/14/2017 23:04,7/12/1977
120060,0,Cash loans,F,N,Y,157500,765522,24822,639000,Secondary / secondary special,House / apartment,0.031329,2,5/18/2018 22:50,19-06-1950
86152,0,Revolving loans,F,Y,Y,315000,900000,45000,900000,Higher education,Municipal apartment,0.072508,1,8/15/2018 11:36,9/11/1951
172493,0,Cash loans,M,N,Y,157500,113760,7407,90000,Secondary / secondary special,House / apartment,0.010006,2,12/17/2018 12:58,18-06-1953
150754,0,Cash loans,M,Y,N,180000,324000,17707.5,324000,Secondary / secondary special,House / apartment,0.035792,2,3/15/2016 14:05,19-01-1980
47201,0,Cash loans,F,Y,Y,252000,835380,36927,675000,Secondary / secondary special,House / apartment,0.035792,2,11/26/2017 23:30,11/8/1951
125081,0,Cash loans,F,N,Y,112500,112500,8887.5,112500,Secondary / secondary special,With parents,0.003069,3,3/3/2017 5:29,19-08-1994
185429,0,Cash loans,F,N,Y,157500,152820,16587,135000,Secondary / secondary special,House / apartment,0.019101,2,3/6/2015 23:59,17-03-1991
62235,0,Revolving loans,F,Y,Y,112500,202500,10125,202500,Secondary / secondary special,House / apartment,0.018029,3,12/3/2016 11:12,1/7/1987
148666,0,Cash loans,F,N,Y,90000,239850,23850,225000,Secondary / secondary special,Office apartment,0.009175,2,3/1/2016 3:39,14-01-1961
192462,0,Cash loans,F,N,Y,67500,49500,4950,49500,Secondary / secondary special,House / apartment,0.031329,2,4/19/2015 22:30,8/6/1989
95500,0,Cash loans,M,N,Y,36000,225000,8613,225000,Secondary / secondary special,House / apartment,0.015221,2,9/7/2015 14:44,20-03-1978
91843,0,Cash loans,F,N,Y,270000,254700,24808.5,225000,Secondary / secondary special,House / apartment,0.032561,1,1/12/2015 14:52,31-05-1958
121949,0,Cash loans,F,N,N,180000,521280,27423,450000,Higher education,House / apartment,0.00496,2,4/7/2015 17:39,11/5/1972
55495,0,Cash loans,F,N,N,90000,450000,32004,450000,Higher education,House / apartment,0.025164,2,4/22/2017 13:45,22-05-1963
60274,0,Revolving loans,F,N,Y,72000,180000,9000,180000,Higher education,House / apartment,0.01885,2,7/31/2017 13:29,24-02-1951
177838,1,Cash loans,F,N,N,58500,454500,12883.5,454500,Secondary / secondary special,House / apartment,0.026392,2,2/15/2017 22:49,26-06-1995
108814,0,Cash loans,M,N,Y,121500,284400,13257,225000,Lower secondary,House / apartment,0.031329,2,2/12/2016 23:13,5/7/1950
51493,0,Cash loans,F,Y,N,40500,202500,9049.5,202500,Secondary / secondary special,House / apartment,0.028663,2,5/4/2017 11:03,2/11/1982
76238,0,Cash loans,F,N,N,90000,562491,24907.5,454500,Secondary / secondary special,House / apartment,0.019101,2,3/20/2015 6:27,17-12-1957
124569,0,Cash loans,F,N,N,135000,323388,18054,292500,Secondary / secondary special,House / apartment,0.04622,1,5/20/2015 13:02,27-07-1956
90561,0,Cash loans,F,N,N,67500,119925,12285,112500,Secondary / secondary special,House / apartment,0.02461,2,2/7/2017 15:20,6/6/1964
185031,0,Cash loans,F,Y,Y,135000,1157670,110047.5,1125000,Secondary / secondary special,House / apartment,0.006008,2,6/30/2017 4:00,22-02-1950
70200,0,Cash loans,F,N,N,157500,1231272,36130.5,882000,Secondary / secondary special,House / apartment,0.020713,2,10/16/2016 15:47,8/7/1961
119651,0,Cash loans,M,N,Y,126000,334242,28818,279000,Secondary / secondary special,House / apartment,0.025164,2,12/14/2018 15:45,17-10-1965
180726,0,Cash loans,F,Y,N,112500,495000,25627.5,495000,Secondary / secondary special,House / apartment,0.026392,2,2/7/2016 16:53,14-10-1972
185306,0,Revolving loans,F,N,Y,45000,180000,9000,180000,Secondary / secondary special,House / apartment,0.008068,3,5/15/2017 13:20,22-06-1950
60048,0,Cash loans,F,N,Y,90000,310671,24673.5,256500,Secondary / secondary special,House / apartment,0.003122,3,4/18/2018 7:05,6/9/1960
193966,0,Cash loans,F,N,Y,270000,1035000,30393,1035000,Secondary / secondary special,House / apartment,0.008019,2,1/1/2016 0:58,20-01-1951
148363,0,Cash loans,M,N,Y,180000,926365.5,36868.5,828000,Secondary / secondary special,House / apartment,0.04622,1,11/30/2016 4:49,10/2/1960
127041,0,Cash loans,M,Y,Y,76500,808650,23773.5,675000,Secondary / secondary special,House / apartment,0.031329,2,7/24/2015 14:59,21-08-1949
153564,0,Cash loans,M,N,Y,112500,900000,26446.5,900000,Secondary / secondary special,House / apartment,0.008474,2,9/27/2016 15:55,15-07-1959
137543,0,Cash loans,F,Y,Y,103500,1006920,40063.5,900000,Secondary / secondary special,House / apartment,0.019101,2,6/13/2016 11:02,27-10-1963
96309,0,Revolving loans,F,N,N,135000,180000,9000,180000,Secondary / secondary special,House / apartment,0.003818,2,12/11/2017 9:21,19-09-1976
154728,0,Cash loans,F,N,Y,90000,225000,21919.5,225000,Secondary / secondary special,House / apartment,0.01452,2,1/12/2015 5:13,23-02-1986
174477,0,Cash loans,M,Y,N,45000,142200,8068.5,112500,Secondary / secondary special,House / apartment,0.035792,2,1/19/2017 15:34,9/7/1995
70440,0,Cash loans,F,N,N,180000,781920,31522.5,675000,Higher education,House / apartment,0.031329,2,6/5/2017 16:29,23-08-1963
66295,0,Cash loans,F,Y,Y,225000,450000,35685,450000,Secondary / secondary special,House / apartment,0.04622,1,5/6/2017 10:52,15-05-1959
109964,0,Cash loans,F,Y,N,112500,284400,18306,225000,Secondary / secondary special,House / apartment,0.030755,2,10/27/2017 14:16,15-11-1978
97299,0,Cash loans,F,N,Y,112500,668304,28444.5,540000,Secondary / secondary special,House / apartment,0.005002,3,11/16/2017 2:35,16-11-1993
134668,0,Cash loans,F,N,N,157500,367389,20061,279000,Incomplete higher,With parents,0.006629,2,10/30/2017 11:20,30-03-1958
66013,0,Cash loans,F,N,N,90000,454500,21865.5,454500,Secondary / secondary special,House / apartment,0.008068,3,4/27/2017 19:38,25-04-1974
129571,0,Cash loans,M,Y,Y,157500,364896,17685,315000,Secondary / secondary special,House / apartment,0.018029,3,11/21/2018 0:13,21-08-1967
51910,0,Cash loans,F,N,Y,270000,542133,21897,468000,Higher education,House / apartment,0.031329,2,6/12/2015 17:27,18-06-1957
145156,0,Cash loans,F,N,Y,45000,127350,13842,112500,Secondary / secondary special,House / apartment,0.0105,3,11/2/2017 0:55,19-03-1996
168964,0,Cash loans,F,N,Y,135000,292500,14202,292500,Secondary / secondary special,House / apartment,0.028663,2,3/15/2016 3:28,22-01-1989
175214,1,Cash loans,F,N,N,238500,1002726,28737,837000,Higher education,House / apartment,0.010147,2,10/22/2017 7:56,29-06-1982
107711,1,Cash loans,F,N,N,81000,771493.5,24768,666000,Higher education,House / apartment,0.006852,3,12/10/2018 18:13,8/7/1992
191479,0,Revolving loans,F,N,Y,90000,270000,13500,270000,Secondary / secondary special,House / apartment,0.030755,2,11/20/2018 22:31,5/8/1952
161800,0,Cash loans,M,Y,Y,157500,900000,29745,900000,Secondary / secondary special,House / apartment,0.01452,2,3/7/2016 0:21,3/6/1964
169766,0,Cash loans,M,Y,Y,157500,157500,12573,157500,Secondary / secondary special,House / apartment,0.008625,2,11/6/2017 2:41,19-08-1973
87120,0,Cash loans,F,N,Y,342000,1237684.5,52569,1138500,Incomplete higher,House / apartment,0.025164,2,8/15/2017 4:41,27-01-1959
155374,0,Cash loans,F,N,N,117000,679266,18049.5,567000,Secondary / secondary special,House / apartment,0.022625,2,6/9/2016 6:08,7/10/1953
118755,0,Cash loans,F,N,N,112500,722925,24021,549000,Secondary / secondary special,House / apartment,0.003813,2,6/30/2015 3:00,15-02-1992
189951,0,Cash loans,M,Y,Y,112500,314100,17167.5,225000,Secondary / secondary special,House / apartment,0.022625,2,8/17/2015 0:55,1/8/1993
72003,1,Revolving loans,F,N,N,146250,180000,9000,180000,Higher education,With parents,0.008068,3,1/10/2017 7:47,31-12-1964
84723,0,Revolving loans,F,N,Y,135000,270000,13500,270000,Higher education,House / apartment,0.010643,2,8/22/2015 13:07,21-07-1961
76143,0,Cash loans,F,N,Y,180000,469152,28480.5,405000,Incomplete higher,House / apartment,0.030755,2,6/24/2017 14:46,1/5/1970
159445,0,Revolving loans,F,N,Y,40500,202500,10125,202500,Secondary / secondary special,House / apartment,0.01885,2,3/12/2015 23:44,18-04-1957
111289,0,Cash loans,F,N,Y,157500,223884,23071.5,202500,Secondary / secondary special,House / apartment,0.008575,2,4/16/2017 13:18,8/7/1979
152050,0,Cash loans,F,N,N,54000,431280,22018.5,360000,Secondary / secondary special,House / apartment,0.01452,2,4/25/2018 19:05,26-02-1996
87123,0,Revolving loans,F,N,Y,157500,337500,16875,337500,Secondary / secondary special,House / apartment,0.028663,2,3/25/2015 9:35,1/9/1975
86899,0,Cash loans,F,N,N,45000,203760,11695.5,180000,Secondary / secondary special,House / apartment,0.020246,3,3/29/2016 3:26,18-07-1950
106960,0,Revolving loans,F,Y,Y,58500,180000,9000,180000,Secondary / secondary special,House / apartment,0.020713,3,1/20/2016 13:37,9/5/1954
96480,0,Cash loans,F,N,Y,49500,808650,26086.5,675000,Secondary / secondary special,House / apartment,0.019689,2,9/20/2017 0:12,19-02-1991
164462,0,Cash loans,M,N,Y,225000,808650,26217,675000,Higher education,House / apartment,0.022625,2,3/21/2018 11:33,20-04-1962
84469,0,Cash loans,F,Y,Y,157500,1575000,59989.5,1575000,Secondary / secondary special,House / apartment,0.028663,2,10/22/2017 4:37,10/8/1960
140705,0,Cash loans,M,Y,Y,247500,352044,16542,247500,Secondary / secondary special,House / apartment,0.010006,2,8/15/2016 11:05,9/6/1964
143073,0,Cash loans,F,Y,Y,292500,1724688,59949,1575000,Higher education,House / apartment,0.00702,2,8/18/2016 7:50,3/9/1963
101107,0,Cash loans,F,N,Y,67500,675000,19476,675000,Higher education,House / apartment,0.0228,2,10/28/2015 7:38,1/1/1957
179203,1,Cash loans,F,N,Y,225000,675000,53460,675000,Secondary / secondary special,House / apartment,0.028663,2,2/9/2015 2:53,9/7/1958
196301,0,Revolving loans,F,N,Y,135000,225000,11250,225000,Higher education,House / apartment,0.019101,2,10/17/2016 21:45,30-03-1979
80895,0,Cash loans,F,N,Y,180000,693301.5,22662,598500,Secondary / secondary special,House / apartment,0.030755,2,7/4/2015 9:55,26-08-1986
59265,0,Cash loans,M,N,N,135000,254700,17149.5,225000,Incomplete higher,Municipal apartment,0.009334,2,8/7/2018 20:24,13-01-1962
83891,0,Revolving loans,F,N,Y,202500,450000,22500,450000,Secondary / secondary special,House / apartment,0.04622,1,3/26/2015 19:33,6/7/1992
77479,0,Cash loans,F,N,N,189000,814041,23931,679500,Secondary / secondary special,House / apartment,0.011703,2,6/20/2018 23:16,27-01-1969
125988,0,Cash loans,F,N,N,90000,808650,26217,675000,Secondary / secondary special,House / apartment,0.02461,2,11/3/2018 1:30,7/10/1957
168613,0,Cash loans,M,N,N,202500,1660500,45661.5,1660500,Secondary / secondary special,House / apartment,0.003541,1,2/16/2017 20:45,27-04-1994
194842,0,Cash loans,F,N,Y,180000,1078200,31653,900000,Incomplete higher,House / apartment,0.020713,3,2/1/2017 4:42,15-12-1980
54797,0,Cash loans,F,N,Y,103500,675000,21906,675000,Higher education,House / apartment,0.01885,2,12/14/2017 15:27,9/8/1995
196483,0,Cash loans,F,N,Y,337500,462195,25074,351000,Secondary / secondary special,House / apartment,0.005313,2,11/7/2016 5:33,28-12-1950
165142,0,Revolving loans,M,Y,Y,112500,135000,6750,135000,Higher education,House / apartment,0.015221,2,1/27/2015 6:23,10/11/1976
63416,0,Cash loans,F,N,Y,135000,177768,14175,135000,Secondary / secondary special,House / apartment,0.018029,3,11/18/2016 23:10,21-12-1993
81075,0,Cash loans,M,Y,Y,135000,90000,5152.5,90000,Secondary / secondary special,House / apartment,0.030755,2,2/10/2015 20:58,10/6/1980
55478,1,Cash loans,F,N,Y,90000,103500,7047,103500,Secondary / secondary special,House / apartment,0.010276,2,11/7/2015 22:51,12/6/1993
182545,0,Cash loans,F,N,Y,360000,405000,26973,405000,Higher education,House / apartment,0.04622,1,10/29/2016 1:15,1/4/1981
165971,1,Cash loans,F,N,N,175500,436032,16564.5,360000,Secondary / secondary special,House / apartment,0.010276,2,4/4/2015 18:14,5/7/1948
112692,0,Cash loans,F,Y,Y,157500,500490,52686,450000,Secondary / secondary special,House / apartment,0.018634,2,2/21/2018 11:47,26-10-1955
140666,1,Cash loans,F,N,Y,135000,545040,25537.5,450000,Higher education,House / apartment,0.00496,2,2/4/2015 17:42,17-08-1955
75680,0,Cash loans,F,N,N,202500,790434,33619.5,706500,Secondary / secondary special,House / apartment,0.009657,2,8/3/2017 8:14,17-04-1956
78772,0,Cash loans,M,Y,N,247500,1288350,34114.5,1125000,Secondary / secondary special,House / apartment,0.018801,2,1/16/2018 5:57,13-11-1993
164398,1,Cash loans,F,Y,Y,243000,754740,24475.5,630000,Higher education,House / apartment,0.028663,2,2/23/2017 20:52,9/1/1979
135499,0,Cash loans,F,Y,Y,225000,1223010,48631.5,1125000,Secondary / secondary special,House / apartment,0.025164,2,5/15/2017 17:16,26-10-1959
175382,1,Cash loans,M,N,Y,67500,545040,26640,450000,Secondary / secondary special,House / apartment,0.009175,2,3/29/2016 11:45,9/4/1961
171571,0,Cash loans,M,Y,Y,225000,536917.5,18481.5,463500,Secondary / secondary special,House / apartment,0.020713,2,2/6/2018 7:46,20-12-1965
94835,0,Cash loans,F,N,N,112500,1288350,41692.5,1125000,Secondary / secondary special,Municipal apartment,0.04622,1,8/16/2015 12:38,9/5/1992
194323,0,Cash loans,F,N,Y,180000,286704,13792.5,247500,Secondary / secondary special,House / apartment,0.00963,2,6/8/2016 14:20,19-06-1984
164479,0,Cash loans,F,N,N,337500,450000,36211.5,450000,Higher education,House / apartment,0.018029,3,9/13/2016 0:32,15-12-1953
179904,0,Cash loans,F,N,N,67500,314100,13437,225000,Secondary / secondary special,House / apartment,0.00963,2,7/24/2018 3:47,30-04-1973
90680,0,Cash loans,M,Y,Y,270000,755190,36459,675000,Secondary / secondary special,House / apartment,0.020713,3,11/10/2018 17:38,17-11-1993
174849,0,Cash loans,F,N,Y,495000,604152,26739,540000,Higher education,House / apartment,0.072508,1,8/6/2015 3:17,24-12-1971
75051,0,Revolving loans,F,N,Y,90000,135000,6750,135000,Incomplete higher,House / apartment,0.006671,2,6/27/2018 11:24,17-09-1951
103728,1,Cash loans,M,N,Y,292500,313438.5,24894,283500,Higher education,Municipal apartment,0.04622,1,9/6/2017 10:28,5/11/1985
88813,0,Cash loans,F,N,Y,202500,777024,43389,720000,Higher education,House / apartment,0.04622,1,6/26/2016 16:43,5/9/1949
173797,0,Cash loans,F,N,Y,135000,688500,20259,688500,Higher education,House / apartment,0.030755,2,12/6/2016 17:32,11/11/1994
60570,0,Cash loans,F,N,N,90000,338314.5,17316,306000,Secondary / secondary special,House / apartment,0.02461,2,5/12/2018 23:13,26-10-1983
120190,0,Cash loans,M,N,Y,135000,248760,29650.5,225000,Secondary / secondary special,House / apartment,0.018029,3,12/16/2018 11:02,13-09-1956
93056,0,Cash loans,M,N,Y,202500,225000,11074.5,225000,Incomplete higher,House / apartment,0.030755,2,1/9/2018 16:57,6/11/1995
61295,0,Cash loans,F,N,Y,67500,247986,13113,207000,Secondary / secondary special,House / apartment,0.025164,2,12/24/2015 13:24,16-09-1984
63403,0,Cash loans,F,N,N,135000,781920,23836.5,675000,Higher education,House / apartment,0.04622,1,6/30/2018 20:29,25-08-1981
155730,0,Cash loans,M,Y,Y,270000,1546020,45333,1350000,Higher education,House / apartment,0.018029,3,10/15/2015 22:11,11/2/1982
161427,0,Cash loans,F,N,Y,135000,558000,21753,558000,Secondary / secondary special,House / apartment,0.030755,2,4/15/2017 17:02,17-06-1949
176709,0,Cash loans,F,Y,Y,270000,1214581.5,43758,1048500,Higher education,House / apartment,0.008575,2,6/7/2018 8:52,14-07-1961
120368,0,Cash loans,F,N,Y,265500,1595970,42228,1426500,Secondary / secondary special,House / apartment,0.008625,2,6/20/2018 4:02,8/2/1961
108989,0,Cash loans,M,Y,Y,306000,746280,54436.5,675000,Secondary / secondary special,House / apartment,0.030755,2,1/11/2016 0:29,12/4/1962
147558,0,Revolving loans,M,N,Y,180000,180000,9000,180000,Secondary / secondary special,House / apartment,0.00496,2,9/8/2017 17:11,15-03-1996
83886,1,Cash loans,M,Y,N,270000,450000,22018.5,450000,Secondary / secondary special,House / apartment,0.010006,1,10/9/2018 15:44,30-03-1980
64663,1,Cash loans,F,N,Y,112500,110331,11434.5,103500,Secondary / secondary special,House / apartment,0.00963,2,6/7/2017 19:04,31-12-1985
171828,0,Cash loans,M,N,Y,112500,1255680,41629.5,1125000,Secondary / secondary special,House / apartment,0.018801,2,10/14/2015 23:55,29-03-1981
108777,0,Cash loans,F,Y,Y,450000,2025000,53419.5,2025000,Higher education,House / apartment,0.026392,2,11/28/2018 0:36,10/8/1961
64564,0,Cash loans,M,Y,Y,135000,746280,54436.5,675000,Lower secondary,With parents,0.020246,3,2/10/2018 8:53,27-05-1993
102590,0,Cash loans,M,N,Y,135000,871029,44604,765000,Secondary / secondary special,House / apartment,0.006852,3,5/12/2015 9:56,21-06-1953
186614,0,Cash loans,F,N,N,247500,1971072,68512.5,1800000,Incomplete higher,House / apartment,0.031329,2,5/4/2017 17:44,29-11-1987
79885,0,Cash loans,F,N,Y,112500,80865,6480,67500,Secondary / secondary special,House / apartment,0.015221,2,2/22/2017 8:38,27-01-1960
172409,0,Cash loans,M,Y,Y,135000,904608,29313,648000,Lower secondary,With parents,0.018029,3,7/29/2017 20:50,24-11-1985
130413,0,Cash loans,F,N,N,216000,481320,13923,315000,Secondary / secondary special,House / apartment,0.006233,2,4/1/2017 21:59,9/6/1995
73320,0,Cash loans,F,Y,N,382500,2039013,92272.5,1822500,Secondary / secondary special,House / apartment,0.001276,2,5/27/2017 12:59,15-09-1949
73480,0,Cash loans,F,N,N,78750,545040,25537.5,450000,Higher education,House / apartment,0.002134,3,1/19/2017 15:46,3/11/1975
142321,0,Revolving loans,M,N,Y,225000,450000,22500,450000,Secondary / secondary special,House / apartment,0.032561,1,8/19/2016 19:09,6/1/1957
51774,0,Cash loans,F,N,Y,135000,585000,40716,585000,Secondary / secondary special,House / apartment,0.01452,2,7/23/2018 15:10,5/1/1996
174947,0,Cash loans,F,N,N,90000,254700,28867.5,225000,Secondary / secondary special,House / apartment,0.025164,2,9/11/2018 1:29,31-05-1980
88343,0,Cash loans,F,Y,N,135000,900000,29745,900000,Higher education,House / apartment,0.020713,3,4/26/2018 3:37,4/11/1993
162999,0,Cash loans,F,N,Y,135000,453514.5,21946.5,391500,Higher education,House / apartment,0.022625,2,2/11/2016 16:38,11/12/1977
170996,0,Cash loans,F,Y,N,225000,545040,17244,450000,Secondary / secondary special,House / apartment,0.020246,3,1/8/2016 7:34,20-07-1957
87108,0,Cash loans,F,N,Y,144000,490495.5,28287,454500,Secondary / secondary special,House / apartment,0.009175,2,5/26/2015 16:39,2/11/1959
167341,0,Cash loans,F,Y,Y,126000,452385,22131,373500,Higher education,House / apartment,0.025164,2,12/23/2015 22:18,4/6/1958
87426,0,Cash loans,F,N,Y,72000,254700,14751,225000,Secondary / secondary special,House / apartment,0.035792,2,2/16/2016 19:01,21-05-1948
185753,0,Cash loans,F,Y,Y,252000,1061599.5,31171.5,927000,Higher education,House / apartment,0.006852,3,4/10/2016 1:38,4/2/1988
150397,0,Cash loans,F,Y,Y,67500,339948,27387,315000,Secondary / secondary special,House / apartment,0.019101,2,6/21/2017 2:58,14-11-1971
178379,0,Cash loans,F,N,Y,315000,993082.5,39514.5,913500,Secondary / secondary special,House / apartment,0.031329,2,5/19/2017 12:05,21-04-1984
66363,0,Cash loans,F,N,Y,216000,473760,51021,450000,Secondary / secondary special,House / apartment,0.04622,1,9/20/2017 21:08,2/6/1981
111379,0,Cash loans,F,N,Y,270000,450000,32877,450000,Secondary / secondary special,House / apartment,0.026392,2,8/8/2018 14:47,15-08-1972
144583,0,Cash loans,F,N,Y,135000,1724220,45481.5,1350000,Higher education,House / apartment,0.030755,2,3/28/2016 16:29,5/11/1992
115599,0,Revolving loans,F,N,Y,180000,270000,13500,270000,Higher education,House / apartment,0.014464,2,5/3/2015 10:17,30-04-1988
66838,1,Cash loans,F,N,N,135000,1078200,29781,900000,Secondary / secondary special,House / apartment,0.022625,2,7/2/2018 13:32,17-12-1966
150322,0,Cash loans,F,N,Y,90000,942300,30528,675000,Secondary / secondary special,House / apartment,0.018029,2,8/1/2015 11:25,10/7/1961
93592,0,Revolving loans,M,Y,Y,76500,180000,9000,180000,Secondary / secondary special,House / apartment,0.026392,2,12/19/2018 7:28,18-01-1962
119101,0,Cash loans,F,N,Y,90000,472500,16825.5,472500,Secondary / secondary special,House / apartment,0.026392,2,12/12/2015 21:42,27-09-1957
72194,0,Cash loans,F,N,N,180000,270000,11569.5,270000,Secondary / secondary special,House / apartment,0.028663,2,1/24/2017 11:01,9/12/1960
153996,0,Revolving loans,M,N,Y,247500,180000,9000,180000,Secondary / secondary special,House / apartment,0.006671,2,1/21/2018 4:11,26-10-1955
160999,0,Cash loans,M,N,Y,270000,746280,54436.5,675000,Higher education,House / apartment,0.04622,1,6/12/2016 22:35,14-11-1991
112159,1,Cash loans,M,N,Y,157500,1005120,29520,720000,Secondary / secondary special,House / apartment,0.022625,2,4/7/2016 20:00,23-09-1952
139450,0,Cash loans,F,N,N,117000,1024740,52452,900000,Higher education,Rented apartment,0.035792,2,4/21/2016 13:43,21-06-1988
164641,0,Cash loans,F,N,Y,135000,153000,7438.5,153000,Secondary / secondary special,House / apartment,0.008575,2,1/18/2016 23:30,17-07-1954
155839,0,Cash loans,M,N,Y,112500,180000,14562,180000,Secondary / secondary special,Office apartment,0.002506,2,11/26/2017 2:50,24-09-1954
173612,0,Cash loans,F,N,N,144000,508495.5,24592.5,454500,Incomplete higher,House / apartment,0.005002,3,12/7/2015 9:31,23-06-1951
79373,0,Cash loans,F,N,Y,157500,423000,15322.5,423000,Secondary / secondary special,House / apartment,0.035792,2,1/7/2016 15:08,28-09-1956
58247,0,Cash loans,F,N,N,121500,1006920,42660,900000,Secondary / secondary special,House / apartment,0.030755,2,6/19/2018 21:15,4/12/1996
119247,0,Cash loans,F,N,Y,90000,851778,25033.5,711000,Secondary / secondary special,House / apartment,0.019101,2,7/3/2018 9:17,30-08-1972
84193,0,Cash loans,F,N,N,112500,1024290,33174,855000,Higher education,House / apartment,0.030755,2,1/20/2015 9:38,4/1/1977
166461,0,Cash loans,F,N,N,67500,227520,14940,180000,Secondary / secondary special,With parents,0.00702,2,11/22/2017 3:28,26-11-1958
99915,0,Cash loans,M,N,N,90000,254700,16713,225000,Secondary / secondary special,House / apartment,0.010006,2,1/5/2018 1:10,17-01-1966
168457,0,Revolving loans,F,Y,Y,225000,540000,27000,540000,Higher education,House / apartment,0.010006,2,3/30/2018 15:14,12/6/1952
142646,0,Revolving loans,F,N,Y,112500,180000,9000,180000,Higher education,House / apartment,0.028663,2,11/24/2016 10:46,3/12/1969
91050,0,Cash loans,F,N,N,112500,152820,16456.5,135000,Higher education,House / apartment,0.04622,1,4/23/2016 1:58,4/7/1981
161964,0,Cash loans,F,Y,Y,76500,288000,28615.5,288000,Secondary / secondary special,House / apartment,0.015221,2,3/24/2015 4:12,9/10/1963
140820,0,Cash loans,F,N,Y,112500,720000,25506,720000,Higher education,House / apartment,0.026392,2,3/23/2018 3:00,11/5/1988
196710,0,Cash loans,F,N,N,67500,247275,19953,225000,Secondary / secondary special,Municipal apartment,0.031329,2,3/19/2017 17:18,3/9/1981
172733,0,Cash loans,F,N,N,270000,814500,43393.5,814500,Secondary / secondary special,House / apartment,0.01452,2,10/12/2018 16:36,20-05-1994
76923,0,Cash loans,F,N,Y,90000,431280,20875.5,360000,Secondary / secondary special,House / apartment,0.00733,2,2/14/2018 3:41,29-06-1959
46018,0,Cash loans,F,N,N,292500,314055,13963.5,238500,Secondary / secondary special,House / apartment,0.00823,2,12/28/2015 1:03,6/12/1981
50871,0,Revolving loans,F,N,Y,54000,180000,9000,180000,Secondary / secondary special,House / apartment,0.015221,2,6/4/2016 22:14,31-08-1992
196248,0,Revolving loans,F,Y,N,162000,495000,24750,495000,Secondary / secondary special,House / apartment,0.019101,2,11/25/2017 23:02,7/2/1953
127100,0,Revolving loans,M,Y,Y,225000,270000,13500,270000,Secondary / secondary special,House / apartment,0.026392,2,12/12/2018 21:38,17-01-1955
169796,0,Cash loans,F,Y,Y,315000,1314000,47326.5,1314000,Secondary / secondary special,House / apartment,0.026392,2,4/27/2016 14:02,29-11-1960
126276,0,Cash loans,F,Y,N,112500,835605,24561,697500,Secondary / secondary special,House / apartment,0.035792,2,3/8/2017 13:11,13-04-1982
53121,0,Cash loans,F,N,Y,162000,274500,16717.5,274500,Secondary / secondary special,House / apartment,0.018209,3,4/2/2018 3:34,11/1/1965
157789,0,Cash loans,F,N,Y,157500,808650,29839.5,675000,Secondary / secondary special,House / apartment,0.011703,2,11/29/2015 11:23,15-01-1949
138581,0,Cash loans,M,N,Y,135000,562491,24907.5,454500,Secondary / secondary special,House / apartment,0.006629,2,5/28/2018 10:31,31-08-1991
178330,0,Cash loans,F,N,N,157500,327024,10044,270000,Secondary / secondary special,House / apartment,0.025164,2,7/7/2017 14:20,27-08-1973
127353,0,Cash loans,F,N,N,202500,835380,40320,675000,Secondary / secondary special,House / apartment,0.025164,2,5/9/2018 1:39,2/1/1960
175617,0,Cash loans,M,Y,Y,198000,723996,30802.5,585000,Higher education,House / apartment,0.04622,1,10/26/2017 9:45,30-08-1976
176757,0,Cash loans,F,N,N,337500,2250000,65920.5,2250000,Higher education,House / apartment,0.006305,3,12/21/2015 12:49,28-03-1984
184924,0,Cash loans,F,N,Y,216000,494550,39780,450000,Secondary / secondary special,House / apartment,0.016612,2,5/30/2018 19:17,18-05-1993
132304,0,Cash loans,M,N,Y,202500,292500,19174.5,292500,Secondary / secondary special,House / apartment,0.026392,2,6/12/2015 10:49,24-05-1978
117913,0,Cash loans,F,N,Y,202500,895500,87367.5,895500,Secondary / secondary special,House / apartment,0.005084,2,11/5/2015 22:38,1/5/1952
65476,0,Revolving loans,M,Y,Y,72000,135000,6750,135000,Incomplete higher,Office apartment,0.019101,2,6/19/2015 19:24,13-11-1948
185919,0,Cash loans,F,N,N,189000,344043,20920.5,297000,Secondary / secondary special,House / apartment,0.00496,2,4/1/2017 7:23,30-01-1952
164262,1,Cash loans,F,N,Y,121500,118602,6561,99000,Secondary / secondary special,House / apartment,0.030755,2,1/10/2016 0:09,8/9/1993
